0	-128	62
0	-118	62
0	-108	62
0	-98	62
0	-88	62
0	-78	62
0	-68	62
0	-58	62
0	-48	62
0	-38	62
0	-28	62
0	-18	62
0	-8	62
0	2	62
0	12	62
0	22	62
0	32	62
0	42	62
0	52	62
0	62	62
0	72	62
0	82	62
0	92	62
0	102	62
0	112	62
0	122	62
0	127	62
10	-128	62
10	-118	62
10	-108	62
10	-98	62
10	-88	62
10	-78	62
10	-68	62
10	-58	62
10	-48	62
10	-38	62
10	-28	62
10	-18	62
10	-8	62
10	2	62
10	12	62
10	22	62
10	32	62
10	42	62
10	52	62
10	62	62
10	72	62
10	82	62
10	92	62
10	102	62
10	112	62
10	122	62
10	127	62
20	-128	62
20	-118	62
20	-108	62
20	-98	62
20	-88	62
20	-78	62
20	-68	62
20	-58	62
20	-48	62
20	-38	62
20	-28	62
20	-18	62
20	-8	62
20	2	62
20	12	62
20	22	62
20	32	62
20	42	62
20	52	62
20	62	62
20	72	62
20	82	62
20	92	62
20	102	62
20	112	62
20	122	62
20	127	62
30	-128	62
30	-118	62
30	-108	62
30	-98	62
30	-88	62
30	-78	62
30	-68	62
30	-58	62
30	-48	62
30	-38	62
30	-28	62
30	-18	62
30	-8	62
30	2	62
30	12	62
30	22	62
30	32	62
30	42	62
30	52	62
30	62	62
30	72	62
30	82	62
30	92	62
30	102	62
30	112	62
30	122	62
30	127	62
40	-128	62
40	-118	62
40	-108	62
40	-98	62
40	-88	62
40	-78	62
40	-68	62
40	-58	62
40	-48	62
40	-38	62
40	-28	62
40	-18	62
40	-8	62
40	2	62
40	12	62
40	22	62
40	32	62
40	42	62
40	52	62
40	62	62
40	72	62
40	82	62
40	92	62
40	102	62
40	112	62
40	122	62
40	127	62
50	-128	62
50	-118	62
50	-108	62
50	-98	62
50	-88	62
50	-78	62
50	-68	62
50	-58	62
50	-48	62
50	-38	62
50	-28	62
50	-18	62
50	-8	62
50	2	62
50	12	62
50	22	62
50	32	62
50	42	62
50	52	62
50	62	62
50	72	62
50	82	62
50	92	62
50	102	62
50	112	62
50	122	62
50	127	62
60	-128	62
60	-118	62
60	-108	62
60	-98	62
60	-88	62
60	-78	62
60	-68	62
60	-58	62
60	-48	62
60	-38	62
60	-28	62
60	-18	62
60	-8	62
60	2	62
60	12	62
60	22	62
60	32	62
60	42	62
60	52	62
60	62	62
60	72	62
60	82	62
60	92	62
60	102	62
60	112	62
60	122	62
60	127	62
70	-128	62
70	-118	62
70	-108	62
70	-98	62
70	-88	62
70	-78	62
70	-68	62
70	-58	62
70	-48	62
70	-38	62
70	-28	62
70	-18	62
70	-8	62
70	2	62
70	12	62
70	22	62
70	32	62
70	42	62
70	52	62
70	62	62
70	72	62
70	82	62
70	92	62
70	102	62
70	112	62
70	122	62
70	127	62
80	-128	62
80	-118	62
80	-108	62
80	-98	62
80	-88	62
80	-78	62
80	-68	62
80	-58	62
80	-48	62
80	-38	62
80	-28	62
80	-18	62
80	-8	62
80	2	62
80	12	62
80	22	62
80	32	62
80	42	62
80	52	62
80	62	62
80	72	62
80	82	62
80	92	62
80	102	62
80	112	62
80	122	62
80	127	62
90	-128	62
90	-118	62
90	-108	62
90	-98	62
90	-88	62
90	-78	62
90	-68	62
90	-58	62
90	-48	62
90	-38	62
90	-28	62
90	-18	62
90	-8	62
90	2	62
90	12	62
90	22	62
90	32	62
90	42	62
90	52	62
90	62	62
90	72	62
90	82	62
90	92	62
90	102	62
90	112	62
90	122	62
90	127	62
100	-128	62
100	-118	62
100	-108	62
100	-98	62
100	-88	62
100	-78	62
100	-68	62
100	-58	62
100	-48	62
100	-38	62
100	-28	62
100	-18	62
100	-8	62
100	2	62
100	12	62
100	22	62
100	32	62
100	42	62
100	52	62
100	62	62
100	72	62
100	82	62
100	92	62
100	102	62
100	112	62
100	122	62
100	127	62
