0	-128	-58
0	-118	-58
0	-108	-58
0	-98	-58
0	-88	-58
0	-78	-58
0	-68	-58
0	-58	-58
0	-48	-58
0	-38	-58
0	-28	-58
0	-18	-58
0	-8	-58
0	2	-58
0	12	-58
0	22	-58
0	32	-58
0	42	-58
0	52	-58
0	62	-58
0	72	-58
0	82	-58
0	92	-58
0	102	-58
0	112	-58
0	122	-58
0	127	-58
10	-128	-58
10	-118	-58
10	-108	-58
10	-98	-58
10	-88	-58
10	-78	-58
10	-68	-58
10	-58	-58
10	-48	-58
10	-38	-58
10	-28	-58
10	-18	-58
10	-8	-58
10	2	-58
10	12	-58
10	22	-58
10	32	-58
10	42	-58
10	52	-58
10	62	-58
10	72	-58
10	82	-58
10	92	-58
10	102	-58
10	112	-58
10	122	-58
10	127	-58
20	-128	-58
20	-118	-58
20	-108	-58
20	-98	-58
20	-88	-58
20	-78	-58
20	-68	-58
20	-58	-58
20	-48	-58
20	-38	-58
20	-28	-58
20	-18	-58
20	-8	-58
20	2	-58
20	12	-58
20	22	-58
20	32	-58
20	42	-58
20	52	-58
20	62	-58
20	72	-58
20	82	-58
20	92	-58
20	102	-58
20	112	-58
20	122	-58
20	127	-58
30	-128	-58
30	-118	-58
30	-108	-58
30	-98	-58
30	-88	-58
30	-78	-58
30	-68	-58
30	-58	-58
30	-48	-58
30	-38	-58
30	-28	-58
30	-18	-58
30	-8	-58
30	2	-58
30	12	-58
30	22	-58
30	32	-58
30	42	-58
30	52	-58
30	62	-58
30	72	-58
30	82	-58
30	92	-58
30	102	-58
30	112	-58
30	122	-58
30	127	-58
40	-128	-58
40	-118	-58
40	-108	-58
40	-98	-58
40	-88	-58
40	-78	-58
40	-68	-58
40	-58	-58
40	-48	-58
40	-38	-58
40	-28	-58
40	-18	-58
40	-8	-58
40	2	-58
40	12	-58
40	22	-58
40	32	-58
40	42	-58
40	52	-58
40	62	-58
40	72	-58
40	82	-58
40	92	-58
40	102	-58
40	112	-58
40	122	-58
40	127	-58
50	-128	-58
50	-118	-58
50	-108	-58
50	-98	-58
50	-88	-58
50	-78	-58
50	-68	-58
50	-58	-58
50	-48	-58
50	-38	-58
50	-28	-58
50	-18	-58
50	-8	-58
50	2	-58
50	12	-58
50	22	-58
50	32	-58
50	42	-58
50	52	-58
50	62	-58
50	72	-58
50	82	-58
50	92	-58
50	102	-58
50	112	-58
50	122	-58
50	127	-58
60	-128	-58
60	-118	-58
60	-108	-58
60	-98	-58
60	-88	-58
60	-78	-58
60	-68	-58
60	-58	-58
60	-48	-58
60	-38	-58
60	-28	-58
60	-18	-58
60	-8	-58
60	2	-58
60	12	-58
60	22	-58
60	32	-58
60	42	-58
60	52	-58
60	62	-58
60	72	-58
60	82	-58
60	92	-58
60	102	-58
60	112	-58
60	122	-58
60	127	-58
70	-128	-58
70	-118	-58
70	-108	-58
70	-98	-58
70	-88	-58
70	-78	-58
70	-68	-58
70	-58	-58
70	-48	-58
70	-38	-58
70	-28	-58
70	-18	-58
70	-8	-58
70	2	-58
70	12	-58
70	22	-58
70	32	-58
70	42	-58
70	52	-58
70	62	-58
70	72	-58
70	82	-58
70	92	-58
70	102	-58
70	112	-58
70	122	-58
70	127	-58
80	-128	-58
80	-118	-58
80	-108	-58
80	-98	-58
80	-88	-58
80	-78	-58
80	-68	-58
80	-58	-58
80	-48	-58
80	-38	-58
80	-28	-58
80	-18	-58
80	-8	-58
80	2	-58
80	12	-58
80	22	-58
80	32	-58
80	42	-58
80	52	-58
80	62	-58
80	72	-58
80	82	-58
80	92	-58
80	102	-58
80	112	-58
80	122	-58
80	127	-58
90	-128	-58
90	-118	-58
90	-108	-58
90	-98	-58
90	-88	-58
90	-78	-58
90	-68	-58
90	-58	-58
90	-48	-58
90	-38	-58
90	-28	-58
90	-18	-58
90	-8	-58
90	2	-58
90	12	-58
90	22	-58
90	32	-58
90	42	-58
90	52	-58
90	62	-58
90	72	-58
90	82	-58
90	92	-58
90	102	-58
90	112	-58
90	122	-58
90	127	-58
100	-128	-58
100	-118	-58
100	-108	-58
100	-98	-58
100	-88	-58
100	-78	-58
100	-68	-58
100	-58	-58
100	-48	-58
100	-38	-58
100	-28	-58
100	-18	-58
100	-8	-58
100	2	-58
100	12	-58
100	22	-58
100	32	-58
100	42	-58
100	52	-58
100	62	-58
100	72	-58
100	82	-58
100	92	-58
100	102	-58
100	112	-58
100	122	-58
100	127	-58
