0	127	-128
0	127	-118
0	127	-108
0	127	-98
0	127	-88
0	127	-78
0	127	-68
0	127	-58
0	127	-48
0	127	-38
0	127	-28
0	127	-18
0	127	-8
0	127	2
0	127	12
0	127	22
0	127	32
0	127	42
0	127	52
0	127	62
0	127	72
0	127	82
0	127	92
0	127	102
0	127	112
0	127	122
0	127	127
10	127	-128
10	127	-118
10	127	-108
10	127	-98
10	127	-88
10	127	-78
10	127	-68
10	127	-58
10	127	-48
10	127	-38
10	127	-28
10	127	-18
10	127	-8
10	127	2
10	127	12
10	127	22
10	127	32
10	127	42
10	127	52
10	127	62
10	127	72
10	127	82
10	127	92
10	127	102
10	127	112
10	127	122
10	127	127
20	127	-128
20	127	-118
20	127	-108
20	127	-98
20	127	-88
20	127	-78
20	127	-68
20	127	-58
20	127	-48
20	127	-38
20	127	-28
20	127	-18
20	127	-8
20	127	2
20	127	12
20	127	22
20	127	32
20	127	42
20	127	52
20	127	62
20	127	72
20	127	82
20	127	92
20	127	102
20	127	112
20	127	122
20	127	127
30	127	-128
30	127	-118
30	127	-108
30	127	-98
30	127	-88
30	127	-78
30	127	-68
30	127	-58
30	127	-48
30	127	-38
30	127	-28
30	127	-18
30	127	-8
30	127	2
30	127	12
30	127	22
30	127	32
30	127	42
30	127	52
30	127	62
30	127	72
30	127	82
30	127	92
30	127	102
30	127	112
30	127	122
30	127	127
40	127	-128
40	127	-118
40	127	-108
40	127	-98
40	127	-88
40	127	-78
40	127	-68
40	127	-58
40	127	-48
40	127	-38
40	127	-28
40	127	-18
40	127	-8
40	127	2
40	127	12
40	127	22
40	127	32
40	127	42
40	127	52
40	127	62
40	127	72
40	127	82
40	127	92
40	127	102
40	127	112
40	127	122
40	127	127
50	127	-128
50	127	-118
50	127	-108
50	127	-98
50	127	-88
50	127	-78
50	127	-68
50	127	-58
50	127	-48
50	127	-38
50	127	-28
50	127	-18
50	127	-8
50	127	2
50	127	12
50	127	22
50	127	32
50	127	42
50	127	52
50	127	62
50	127	72
50	127	82
50	127	92
50	127	102
50	127	112
50	127	122
50	127	127
60	127	-128
60	127	-118
60	127	-108
60	127	-98
60	127	-88
60	127	-78
60	127	-68
60	127	-58
60	127	-48
60	127	-38
60	127	-28
60	127	-18
60	127	-8
60	127	2
60	127	12
60	127	22
60	127	32
60	127	42
60	127	52
60	127	62
60	127	72
60	127	82
60	127	92
60	127	102
60	127	112
60	127	122
60	127	127
70	127	-128
70	127	-118
70	127	-108
70	127	-98
70	127	-88
70	127	-78
70	127	-68
70	127	-58
70	127	-48
70	127	-38
70	127	-28
70	127	-18
70	127	-8
70	127	2
70	127	12
70	127	22
70	127	32
70	127	42
70	127	52
70	127	62
70	127	72
70	127	82
70	127	92
70	127	102
70	127	112
70	127	122
70	127	127
80	127	-128
80	127	-118
80	127	-108
80	127	-98
80	127	-88
80	127	-78
80	127	-68
80	127	-58
80	127	-48
80	127	-38
80	127	-28
80	127	-18
80	127	-8
80	127	2
80	127	12
80	127	22
80	127	32
80	127	42
80	127	52
80	127	62
80	127	72
80	127	82
80	127	92
80	127	102
80	127	112
80	127	122
80	127	127
90	127	-128
90	127	-118
90	127	-108
90	127	-98
90	127	-88
90	127	-78
90	127	-68
90	127	-58
90	127	-48
90	127	-38
90	127	-28
90	127	-18
90	127	-8
90	127	2
90	127	12
90	127	22
90	127	32
90	127	42
90	127	52
90	127	62
90	127	72
90	127	82
90	127	92
90	127	102
90	127	112
90	127	122
90	127	127
100	127	-128
100	127	-118
100	127	-108
100	127	-98
100	127	-88
100	127	-78
100	127	-68
100	127	-58
100	127	-48
100	127	-38
100	127	-28
100	127	-18
100	127	-8
100	127	2
100	127	12
100	127	22
100	127	32
100	127	42
100	127	52
100	127	62
100	127	72
100	127	82
100	127	92
100	127	102
100	127	112
100	127	122
100	127	127
