0	-58	-128
0	-58	-118
0	-58	-108
0	-58	-98
0	-58	-88
0	-58	-78
0	-58	-68
0	-58	-58
0	-58	-48
0	-58	-38
0	-58	-28
0	-58	-18
0	-58	-8
0	-58	2
0	-58	12
0	-58	22
0	-58	32
0	-58	42
0	-58	52
0	-58	62
0	-58	72
0	-58	82
0	-58	92
0	-58	102
0	-58	112
0	-58	122
0	-58	127
10	-58	-128
10	-58	-118
10	-58	-108
10	-58	-98
10	-58	-88
10	-58	-78
10	-58	-68
10	-58	-58
10	-58	-48
10	-58	-38
10	-58	-28
10	-58	-18
10	-58	-8
10	-58	2
10	-58	12
10	-58	22
10	-58	32
10	-58	42
10	-58	52
10	-58	62
10	-58	72
10	-58	82
10	-58	92
10	-58	102
10	-58	112
10	-58	122
10	-58	127
20	-58	-128
20	-58	-118
20	-58	-108
20	-58	-98
20	-58	-88
20	-58	-78
20	-58	-68
20	-58	-58
20	-58	-48
20	-58	-38
20	-58	-28
20	-58	-18
20	-58	-8
20	-58	2
20	-58	12
20	-58	22
20	-58	32
20	-58	42
20	-58	52
20	-58	62
20	-58	72
20	-58	82
20	-58	92
20	-58	102
20	-58	112
20	-58	122
20	-58	127
30	-58	-128
30	-58	-118
30	-58	-108
30	-58	-98
30	-58	-88
30	-58	-78
30	-58	-68
30	-58	-58
30	-58	-48
30	-58	-38
30	-58	-28
30	-58	-18
30	-58	-8
30	-58	2
30	-58	12
30	-58	22
30	-58	32
30	-58	42
30	-58	52
30	-58	62
30	-58	72
30	-58	82
30	-58	92
30	-58	102
30	-58	112
30	-58	122
30	-58	127
40	-58	-128
40	-58	-118
40	-58	-108
40	-58	-98
40	-58	-88
40	-58	-78
40	-58	-68
40	-58	-58
40	-58	-48
40	-58	-38
40	-58	-28
40	-58	-18
40	-58	-8
40	-58	2
40	-58	12
40	-58	22
40	-58	32
40	-58	42
40	-58	52
40	-58	62
40	-58	72
40	-58	82
40	-58	92
40	-58	102
40	-58	112
40	-58	122
40	-58	127
50	-58	-128
50	-58	-118
50	-58	-108
50	-58	-98
50	-58	-88
50	-58	-78
50	-58	-68
50	-58	-58
50	-58	-48
50	-58	-38
50	-58	-28
50	-58	-18
50	-58	-8
50	-58	2
50	-58	12
50	-58	22
50	-58	32
50	-58	42
50	-58	52
50	-58	62
50	-58	72
50	-58	82
50	-58	92
50	-58	102
50	-58	112
50	-58	122
50	-58	127
60	-58	-128
60	-58	-118
60	-58	-108
60	-58	-98
60	-58	-88
60	-58	-78
60	-58	-68
60	-58	-58
60	-58	-48
60	-58	-38
60	-58	-28
60	-58	-18
60	-58	-8
60	-58	2
60	-58	12
60	-58	22
60	-58	32
60	-58	42
60	-58	52
60	-58	62
60	-58	72
60	-58	82
60	-58	92
60	-58	102
60	-58	112
60	-58	122
60	-58	127
70	-58	-128
70	-58	-118
70	-58	-108
70	-58	-98
70	-58	-88
70	-58	-78
70	-58	-68
70	-58	-58
70	-58	-48
70	-58	-38
70	-58	-28
70	-58	-18
70	-58	-8
70	-58	2
70	-58	12
70	-58	22
70	-58	32
70	-58	42
70	-58	52
70	-58	62
70	-58	72
70	-58	82
70	-58	92
70	-58	102
70	-58	112
70	-58	122
70	-58	127
80	-58	-128
80	-58	-118
80	-58	-108
80	-58	-98
80	-58	-88
80	-58	-78
80	-58	-68
80	-58	-58
80	-58	-48
80	-58	-38
80	-58	-28
80	-58	-18
80	-58	-8
80	-58	2
80	-58	12
80	-58	22
80	-58	32
80	-58	42
80	-58	52
80	-58	62
80	-58	72
80	-58	82
80	-58	92
80	-58	102
80	-58	112
80	-58	122
80	-58	127
90	-58	-128
90	-58	-118
90	-58	-108
90	-58	-98
90	-58	-88
90	-58	-78
90	-58	-68
90	-58	-58
90	-58	-48
90	-58	-38
90	-58	-28
90	-58	-18
90	-58	-8
90	-58	2
90	-58	12
90	-58	22
90	-58	32
90	-58	42
90	-58	52
90	-58	62
90	-58	72
90	-58	82
90	-58	92
90	-58	102
90	-58	112
90	-58	122
90	-58	127
100	-58	-128
100	-58	-118
100	-58	-108
100	-58	-98
100	-58	-88
100	-58	-78
100	-58	-68
100	-58	-58
100	-58	-48
100	-58	-38
100	-58	-28
100	-58	-18
100	-58	-8
100	-58	2
100	-58	12
100	-58	22
100	-58	32
100	-58	42
100	-58	52
100	-58	62
100	-58	72
100	-58	82
100	-58	92
100	-58	102
100	-58	112
100	-58	122
100	-58	127
